"q10","q50","w10","w50","year","HEXcell"
183.7,254,162.398087958579,235.805305783237,2020,645
212.6,258,198.737180007855,249.640897341891,2016,646
206.2,250.5,193.851633838858,248.589212928891,2017,646
174.3,230,172.35598885531,227.493970285582,2018,646
173,229,168.146671301783,227.542677041366,2019,646
179.4,240,179.678145463416,234.454267604225,2020,646
174.6,231,175.630005017859,224.718095989531,2015,647
164.6,234,162.923191223456,238.046532263074,2016,647
188.8,261,195.017854944094,256.985878807402,2017,647
191,242,186.004097785359,237.856070666597,2018,647
178,241,182.296303134327,235.05179836838,2019,647
198,245,188.357982267229,239.883208012719,2020,647
133.8,233,146.829410076262,217.600603497585,2013,648
157.3,242.5,154.833692742245,227.167801103793,2014,648
138.4,253,181.419440144409,237.67236484004,2015,648
141,234,148.993665638438,219.732887690019,2016,648
189,255,192.552363827699,243.690751697493,2017,648
176.7,236,171.82656318988,233.20453105009,2018,648
172,236,179.455843334463,231.926085796217,2019,648
161.4,242,174.731438396305,234.774084843078,2020,648
165.8,237,169.69403711329,233.027809058276,2013,649
141.6,229,158.296152335959,222.015925370258,2014,649
138,204,133.194381242537,205.304529946764,2015,649
130,237,148.039360409393,224.190910400242,2016,649
153.7,233.5,163.925630652454,229.999189875916,2017,649
160,230,161.875347134922,224.645924512881,2018,649
161,230,164.970083256802,225.963699859753,2019,649
154,228,160.983014148969,225.254303169527,2020,649
26,100,39.6898830378484,85.3214233845215,2021,649
105.7,249.5,147.394153954486,227.348289150079,2016,672
113.6,226,128.951583029804,208.350507512737,2019,672
101.1,202.5,112.078781107077,193.035229810524,2020,672
219.6,234,212.249305684529,234.827108335377,2016,673
179.4,220,159.373785727802,225.952027634236,2017,673
174.3,230,167.667608460337,222.617781225771,2018,673
145,209,146.631646603166,210.593865206846,2019,673
184.5,242,179.646717530788,233.769468541552,2020,673
215,234,204.413547164267,242.406268258108,2015,674
248.8,259,228.959362997095,255.122013828015,2016,674
223.2,233,191.968707015889,238.740533141559,2017,674
170,238,176.462774291773,227.15821339029,2018,674
163,222,166.004243264904,220.384174855778,2019,674
144,241,163.637036917222,227.948920812847,2020,674
81,106,53.7128088347361,91.1376497646205,2021,674
143.8,263,177.9546633215,243.276806012415,2016,675
168,257,181.742853634437,242.386473535907,2017,675
157.8,221.5,154.16497914564,215.799140236849,2018,675
163,236.5,172.129373754023,230.364729322633,2019,675
136.5,236,163.791608062027,225.879943706941,2020,675
142,243,169.839256594527,233.76313759132,2012,676
162.1,240,183.730034707246,234.975683189578,2013,676
135.2,221,140.228171254107,218.612704128433,2014,676
131.8,241,152.643589988912,228.248197913379,2015,676
122,226,135.202474736353,216.287083021516,2016,676
140,226.5,146.273559614468,219.906471747308,2017,676
171,243.5,174.120959579336,237.0481116588,2018,676
149,226,151.605132765715,217.851914989803,2019,676
123,230,145.11549067493,220.412242586494,2020,676
73.5,104,55.7526807707596,90.8009956454026,2021,676
167.2,232,166.324692321779,233.85982206338,2014,702
102.2,183,106.290233204416,184.307509510838,2015,702
122.2,232.5,127.886465892896,207.932036561542,2016,702
147,234,161.234674693565,226.394780382891,2017,702
155.1,237,168.609093511812,227.470694661233,2018,702
134.7,222,143.634644656619,214.606227660714,2019,702
116.4,239,148.021494074665,222.672466862764,2020,702
58.6,104,65.3294951328781,94.5853420564161,2021,702
132.2,249,167.901613866544,236.054693827865,2015,703
174.2,241,180.637803566863,235.947365111069,2016,703
106.7,230.5,135.200867371375,214.126265357951,2017,703
148,236.5,154.735537647851,224.646325679417,2018,703
118,192,123.550246706636,194.248653376142,2019,703
99.7,206,97.4594427572407,188.44604857702,2020,703
55.4,104,62.2329284227846,93.7156887369442,2021,703
245,256,193.414352419969,263.022965464247,2017,736
157.4,222,154.360404976272,218.102096071207,2018,736
178.4,233,179.580082102972,230.710778761927,2019,736
155.2,226.5,162.917243431318,224.572811071204,2020,736
