"","Year","hex","Family","tot_count","n.recs"
"2213",2009,3671,"Hesperiidae",276,14
"2214",2009,3671,"Lycaenidae",9,1
"2215",2009,3671,"Nymphalidae",30,8
"2216",2009,3671,"Papilionidae",30,5
"2217",2009,3671,"Pieridae",50,4
"2218",2009,3672,"Hesperiidae",849,104
"2219",2009,3672,"Lycaenidae",87,27
"2220",2009,3672,"Nymphalidae",827,96
"2221",2009,3672,"Papilionidae",253,39
"2222",2009,3672,"Pieridae",105,31
"2223",2009,3673,"Hesperiidae",256,47
"2224",2009,3673,"Lycaenidae",36,8
"2225",2009,3673,"Nymphalidae",236,47
"2226",2009,3673,"Papilionidae",92,23
"2227",2009,3673,"Pieridae",158,31
"2228",2009,3700,"Hesperiidae",7934,925
"2229",2009,3700,"Lycaenidae",1611,139
"2230",2009,3700,"Nymphalidae",9490,862
"2231",2009,3700,"Papilionidae",3057,426
"2232",2009,3700,"Pieridae",3746,399
"2233",2009,3700,"Riodinidae",216,32
"2234",2009,3727,"Hesperiidae",737,169
"2235",2009,3727,"Lycaenidae",71,17
"2236",2009,3727,"Nymphalidae",4075,245
"2237",2009,3727,"Papilionidae",179,52
"2238",2009,3727,"Pieridae",885,107
"2239",2009,3727,"Riodinidae",19,5
"2240",2010,507,"Hesperiidae",272,45
"2241",2010,507,"Lycaenidae",100,24
"2242",2010,507,"Nymphalidae",548,189
"2243",2010,507,"Papilionidae",50,12
"2244",2010,507,"Pieridae",207,60
"2245",2010,534,"Lycaenidae",1,1
"2246",2010,534,"Nymphalidae",1,1
"2247",2010,534,"Pieridae",71,3
"2248",2010,535,"Hesperiidae",3,3
"2249",2010,535,"Lycaenidae",22,7
"2250",2010,535,"Nymphalidae",34,15
"2251",2010,535,"Pieridae",10,3
"2252",2010,536,"Hesperiidae",1,1
"2253",2010,536,"Lycaenidae",1,1
"2254",2010,536,"Nymphalidae",5,5
"2255",2010,536,"Papilionidae",1,1
"2256",2010,540,"Pieridae",1,1
"2257",2010,562,"Hesperiidae",66,11
"2258",2010,562,"Lycaenidae",38,13
"2259",2010,562,"Nymphalidae",232,9
"2260",2010,562,"Papilionidae",17,4
"2261",2010,562,"Pieridae",28,3
"2262",2010,563,"Hesperiidae",6,2
"2263",2010,563,"Lycaenidae",26,7
"2264",2010,563,"Nymphalidae",93,27
"2265",2010,563,"Papilionidae",4,2
"2266",2010,563,"Pieridae",4,1
"2267",2010,565,"Nymphalidae",3,3
"2268",2010,567,"Hesperiidae",15,8
"2269",2010,567,"Lycaenidae",6,4
"2270",2010,567,"Nymphalidae",42,31
"2271",2010,567,"Papilionidae",2,2
"2272",2010,567,"Pieridae",5,5
"2273",2010,568,"Hesperiidae",8,6
"2274",2010,568,"Lycaenidae",8,2
"2275",2010,568,"Nymphalidae",185,19
"2276",2010,568,"Pieridae",35,9
"2277",2010,589,"Hesperiidae",149,18
"2278",2010,589,"Lycaenidae",139,16
"2279",2010,589,"Nymphalidae",603,52
"2280",2010,589,"Papilionidae",55,6
"2281",2010,589,"Pieridae",1549,17
"2282",2010,590,"Hesperiidae",33,10
"2283",2010,590,"Lycaenidae",134,14
"2284",2010,590,"Nymphalidae",199,33
"2285",2010,590,"Papilionidae",26,8
"2286",2010,590,"Pieridae",207,16
"2287",2010,591,"Hesperiidae",92,40
"2288",2010,591,"Lycaenidae",77,34
"2289",2010,591,"Nymphalidae",580,122
"2290",2010,591,"Papilionidae",29,24
"2291",2010,591,"Pieridae",126,51
"2292",2010,591,"Riodinidae",25,1
"2293",2010,592,"Nymphalidae",25,1
"2294",2010,592,"Papilionidae",1,1
"2295",2010,593,"Hesperiidae",476,15
"2296",2010,593,"Lycaenidae",49,12
"2297",2010,593,"Nymphalidae",531,33
"2298",2010,593,"Papilionidae",12,8
"2299",2010,593,"Pieridae",100,11
"2300",2010,594,"Hesperiidae",23,9
"2301",2010,594,"Lycaenidae",20,6
"2302",2010,594,"Nymphalidae",99,11
"2303",2010,594,"Papilionidae",41,6
"2304",2010,594,"Pieridae",93,5
"2305",2010,595,"Hesperiidae",118,42
"2306",2010,595,"Lycaenidae",33,11
"2307",2010,595,"Nymphalidae",232,58
"2308",2010,595,"Papilionidae",25,13
"2309",2010,595,"Pieridae",114,16
"2310",2010,616,"Hesperiidae",241,61
"2311",2010,616,"Lycaenidae",71,21
"2312",2010,616,"Nymphalidae",263,73
"2313",2010,616,"Papilionidae",20,10
"2314",2010,616,"Pieridae",104,31
"2315",2010,617,"Hesperiidae",68,9
"2316",2010,617,"Lycaenidae",96,10
"2317",2010,617,"Nymphalidae",307,27
"2318",2010,617,"Papilionidae",56,5
"2319",2010,617,"Pieridae",292,13
"2320",2010,619,"Hesperiidae",511,38
"2321",2010,619,"Lycaenidae",95,16
"2322",2010,619,"Nymphalidae",3368,70
"2323",2010,619,"Papilionidae",77,18
"2324",2010,619,"Pieridae",5764,21
"2325",2010,620,"Hesperiidae",15,5
"2326",2010,620,"Lycaenidae",6,2
"2327",2010,620,"Nymphalidae",74,15
"2328",2010,620,"Pieridae",36,7
"2329",2010,621,"Hesperiidae",209,24
"2330",2010,621,"Lycaenidae",50,16
"2331",2010,621,"Nymphalidae",310,57
"2332",2010,621,"Papilionidae",91,14
"2333",2010,621,"Pieridae",97,21
"2334",2010,622,"Hesperiidae",2894,461
"2335",2010,622,"Lycaenidae",859,233
"2336",2010,622,"Nymphalidae",5057,737
"2337",2010,622,"Papilionidae",1442,257
"2338",2010,622,"Pieridae",3387,320
"2339",2010,644,"Hesperiidae",14,5
"2340",2010,644,"Lycaenidae",3,2
"2341",2010,644,"Nymphalidae",8,6
"2342",2010,644,"Papilionidae",2,1
"2343",2010,644,"Pieridae",1,1
"2344",2010,645,"Hesperiidae",1,1
"2345",2010,645,"Nymphalidae",1,1
"2346",2010,646,"Hesperiidae",656,249
"2347",2010,646,"Lycaenidae",538,134
"2348",2010,646,"Nymphalidae",1391,495
"2349",2010,646,"Papilionidae",770,243
"2350",2010,646,"Pieridae",1648,308
"2351",2010,647,"Hesperiidae",144,36
"2352",2010,647,"Lycaenidae",91,27
"2353",2010,647,"Nymphalidae",1406,103
"2354",2010,647,"Papilionidae",85,20
"2355",2010,647,"Pieridae",75904,23
"2356",2010,648,"Hesperiidae",666,76
"2357",2010,648,"Lycaenidae",235,34
"2358",2010,648,"Nymphalidae",507,138
"2359",2010,648,"Papilionidae",154,47
"2360",2010,648,"Pieridae",457,76
"2361",2010,649,"Hesperiidae",3425,630
"2362",2010,649,"Lycaenidae",1595,329
"2363",2010,649,"Nymphalidae",4552,719
"2364",2010,649,"Papilionidae",2386,292
"2365",2010,649,"Pieridae",3154,421
"2366",2010,649,"Riodinidae",6,1
"2367",2010,672,"Hesperiidae",201,21
"2368",2010,672,"Lycaenidae",144,21
"2369",2010,672,"Nymphalidae",274,57
"2370",2010,672,"Papilionidae",66,13
"2371",2010,672,"Pieridae",130,15
"2372",2010,673,"Hesperiidae",2291,203
"2373",2010,673,"Lycaenidae",735,90
"2374",2010,673,"Nymphalidae",2829,307
"2375",2010,673,"Papilionidae",461,88
"2376",2010,673,"Pieridae",1004,131
"2377",2010,674,"Hesperiidae",61,21
"2378",2010,674,"Lycaenidae",65,8
"2379",2010,674,"Nymphalidae",177,41
"2380",2010,674,"Papilionidae",77,8
"2381",2010,674,"Pieridae",59,20
"2382",2010,675,"Hesperiidae",519,37
"2383",2010,675,"Lycaenidae",78,17
"2384",2010,675,"Nymphalidae",584,73
"2385",2010,675,"Papilionidae",609,23
"2386",2010,675,"Pieridae",190,18
"2387",2010,676,"Hesperiidae",1412,196
"2388",2010,676,"Lycaenidae",449,88
"2389",2010,676,"Nymphalidae",2552,279
"2390",2010,676,"Papilionidae",1054,154
"2391",2010,676,"Pieridae",1747,157
"2392",2010,698,"Hesperiidae",94,17
"2393",2010,698,"Lycaenidae",23,5
"2394",2010,698,"Nymphalidae",48,13
"2395",2010,698,"Papilionidae",40,3
"2396",2010,698,"Pieridae",44,8
"2397",2010,700,"Hesperiidae",32,3
"2398",2010,700,"Lycaenidae",23,4
"2399",2010,700,"Nymphalidae",48,13
"2400",2010,700,"Papilionidae",12,3
"2401",2010,700,"Pieridae",27,4
"2402",2010,701,"Hesperiidae",188,44
"2403",2010,701,"Lycaenidae",152,37
"2404",2010,701,"Nymphalidae",756,92
"2405",2010,701,"Papilionidae",143,31
"2406",2010,701,"Pieridae",294,22
"2407",2010,702,"Hesperiidae",571,134
"2408",2010,702,"Lycaenidae",534,74
"2409",2010,702,"Nymphalidae",1288,246
"2410",2010,702,"Papilionidae",758,85
"2411",2010,702,"Pieridae",240,64
"2412",2010,703,"Hesperiidae",60,18
"2413",2010,703,"Lycaenidae",26,6
"2414",2010,703,"Nymphalidae",57,9
"2415",2010,703,"Papilionidae",74,8
"2416",2010,703,"Pieridae",2,2
"2417",2010,725,"Hesperiidae",40,6
"2418",2010,725,"Lycaenidae",8,1
"2419",2010,725,"Nymphalidae",45,5
"2420",2010,725,"Papilionidae",1,1
"2421",2010,725,"Pieridae",20,3
"2422",2010,726,"Hesperiidae",82893,53
"2423",2010,726,"Lycaenidae",75,12
"2424",2010,726,"Nymphalidae",283,57
"2425",2010,726,"Papilionidae",91,16
"2426",2010,726,"Pieridae",58,14
"2427",2010,727,"Nymphalidae",1,1
"2428",2010,728,"Hesperiidae",67,16
"2429",2010,728,"Lycaenidae",15,7
"2430",2010,728,"Nymphalidae",31,9
"2431",2010,728,"Papilionidae",6,1
"2432",2010,728,"Pieridae",19,4
"2433",2010,729,"Hesperiidae",6953,1045
"2434",2010,729,"Lycaenidae",1950,313
"2435",2010,729,"Nymphalidae",11392,1007
"2436",2010,729,"Papilionidae",1287,210
"2437",2010,729,"Pieridae",5925,303
"2438",2010,730,"Hesperiidae",126,13
"2439",2010,730,"Lycaenidae",2,2
"2440",2010,730,"Nymphalidae",64,25
"2441",2010,730,"Papilionidae",66,15
"2442",2010,730,"Pieridae",82,8
"2443",2010,732,"Hesperiidae",12,4
"2444",2010,732,"Lycaenidae",1,1
"2445",2010,732,"Nymphalidae",73,6
"2446",2010,732,"Papilionidae",161,3
"2447",2010,733,"Hesperiidae",209,43
"2448",2010,733,"Lycaenidae",187,16
"2449",2010,733,"Nymphalidae",340,53
"2450",2010,733,"Papilionidae",253,15
"2451",2010,733,"Pieridae",231,17
"2452",2010,736,"Hesperiidae",58,4
"2453",2010,736,"Lycaenidae",52,7
"2454",2010,736,"Nymphalidae",326,10
"2455",2010,736,"Papilionidae",2,2
"2456",2010,736,"Pieridae",55,6
"2457",2010,3671,"Hesperiidae",42,13
"2458",2010,3671,"Lycaenidae",15,3
"2459",2010,3671,"Nymphalidae",17,5
"2460",2010,3671,"Papilionidae",7,4
"2461",2010,3671,"Pieridae",32,2
"2462",2010,3672,"Hesperiidae",302,83
"2463",2010,3672,"Lycaenidae",43,19
"2464",2010,3672,"Nymphalidae",689,50
"2465",2010,3672,"Papilionidae",128,29
"2466",2010,3672,"Pieridae",222,28
"2467",2010,3672,"Riodinidae",30,3
"2468",2010,3673,"Hesperiidae",253,28
"2469",2010,3673,"Lycaenidae",63,5
"2470",2010,3673,"Nymphalidae",373,35
"2471",2010,3673,"Papilionidae",14,2
"2472",2010,3673,"Pieridae",178,16
"2473",2010,3700,"Hesperiidae",6345,768
"2474",2010,3700,"Lycaenidae",1621,99
"2475",2010,3700,"Nymphalidae",6605,636
"2476",2010,3700,"Papilionidae",5201,401
"2477",2010,3700,"Pieridae",1675,230
"2478",2010,3700,"Riodinidae",95,23
"2479",2010,3727,"Hesperiidae",307,90
"2480",2010,3727,"Lycaenidae",19,10
"2481",2010,3727,"Nymphalidae",3115,180
"2482",2010,3727,"Papilionidae",99,28
"2483",2010,3727,"Pieridae",1394,83
"2484",2011,507,"Hesperiidae",630,46
"2485",2011,507,"Lycaenidae",155,49
"2486",2011,507,"Nymphalidae",963,200
"2487",2011,507,"Papilionidae",59,11
"2488",2011,507,"Pieridae",299,58
"2489",2011,508,"Nymphalidae",10,4
"2490",2011,534,"Hesperiidae",22,4
"2491",2011,534,"Lycaenidae",15,7
"2492",2011,534,"Nymphalidae",68,10
"2493",2011,534,"Papilionidae",37,4
"2494",2011,534,"Pieridae",10,2
"2495",2011,535,"Hesperiidae",25,9
"2496",2011,535,"Lycaenidae",25,8
"2497",2011,535,"Nymphalidae",238,43
"2498",2011,535,"Pieridae",59,12
"2499",2011,536,"Hesperiidae",8,2
"2500",2011,536,"Lycaenidae",4,2
"2501",2011,536,"Nymphalidae",36,12
"2502",2011,536,"Papilionidae",3,1
"2503",2011,536,"Pieridae",19,2
"2504",2011,562,"Hesperiidae",110,17
"2505",2011,562,"Lycaenidae",60,14
"2506",2011,562,"Nymphalidae",60,22
"2507",2011,562,"Papilionidae",10,5
"2508",2011,562,"Pieridae",62,8
"2509",2011,563,"Hesperiidae",448,12
"2510",2011,563,"Lycaenidae",54,9
"2511",2011,563,"Nymphalidae",630,30
"2512",2011,563,"Papilionidae",7,1
"2513",2011,563,"Pieridae",19,4
"2514",2011,564,"Hesperiidae",5,1
"2515",2011,564,"Nymphalidae",18,6
"2516",2011,564,"Papilionidae",20,4
"2517",2011,564,"Pieridae",13,4
"2518",2011,567,"Hesperiidae",3,3
"2519",2011,567,"Lycaenidae",4,4
"2520",2011,567,"Nymphalidae",34,29
"2521",2011,567,"Papilionidae",1,1
"2522",2011,567,"Pieridae",10,8
"2523",2011,568,"Hesperiidae",4,1
"2524",2011,568,"Nymphalidae",1,1
"2525",2011,568,"Papilionidae",1,1
"2526",2011,568,"Pieridae",1,1
"2527",2011,589,"Hesperiidae",200,76
"2528",2011,589,"Lycaenidae",351,47
"2529",2011,589,"Nymphalidae",817,139
"2530",2011,589,"Papilionidae",46,24
"2531",2011,589,"Pieridae",226,44
"2532",2011,590,"Hesperiidae",216,23
"2533",2011,590,"Lycaenidae",47,14
"2534",2011,590,"Nymphalidae",444,41
"2535",2011,590,"Papilionidae",30,7
"2536",2011,590,"Pieridae",38,8
"2537",2011,590,"Riodinidae",24,1
"2538",2011,591,"Hesperiidae",58,19
"2539",2011,591,"Lycaenidae",85,16
"2540",2011,591,"Nymphalidae",143,30
"2541",2011,591,"Papilionidae",58,14
"2542",2011,591,"Pieridae",41,8
"2543",2011,592,"Hesperiidae",2,1
"2544",2011,592,"Nymphalidae",1,1
"2545",2011,593,"Hesperiidae",186,6
"2546",2011,593,"Lycaenidae",8,2
"2547",2011,593,"Nymphalidae",10,10
"2548",2011,593,"Pieridae",24,2
"2549",2011,594,"Hesperiidae",31,11
"2550",2011,594,"Lycaenidae",114,10
"2551",2011,594,"Nymphalidae",36,10
"2552",2011,594,"Papilionidae",6,5
"2553",2011,594,"Pieridae",23,6
"2554",2011,595,"Hesperiidae",52,6
"2555",2011,595,"Lycaenidae",16,6
"2556",2011,595,"Nymphalidae",76,17
"2557",2011,595,"Papilionidae",8,2
"2558",2011,595,"Pieridae",37,5
"2559",2011,616,"Hesperiidae",5,5
"2560",2011,616,"Lycaenidae",2,2
"2561",2011,616,"Nymphalidae",5,5
"2562",2011,616,"Papilionidae",2,2
"2563",2011,616,"Pieridae",1,1
"2564",2011,617,"Hesperiidae",45,14
"2565",2011,617,"Lycaenidae",92,19
"2566",2011,617,"Nymphalidae",197,36
"2567",2011,617,"Papilionidae",41,13
"2568",2011,617,"Pieridae",79,15
"2569",2011,618,"Hesperiidae",12,2
"2570",2011,618,"Lycaenidae",6,2
"2571",2011,618,"Nymphalidae",33,8
"2572",2011,618,"Papilionidae",6,2
"2573",2011,618,"Pieridae",3,1
"2574",2011,619,"Hesperiidae",26,10
"2575",2011,619,"Lycaenidae",6,4
"2576",2011,619,"Nymphalidae",31,9
"2577",2011,619,"Papilionidae",16,4
"2578",2011,619,"Pieridae",72,8
"2579",2011,620,"Hesperiidae",63,18
"2580",2011,620,"Lycaenidae",22,7
"2581",2011,620,"Nymphalidae",57,19
"2582",2011,620,"Papilionidae",31,3
"2583",2011,620,"Pieridae",33,6
"2584",2011,621,"Hesperiidae",148,27
"2585",2011,621,"Lycaenidae",85,17
"2586",2011,621,"Nymphalidae",219,57
"2587",2011,621,"Papilionidae",154,10
"2588",2011,621,"Pieridae",75,20
"2589",2011,622,"Hesperiidae",42893,343
"2590",2011,622,"Lycaenidae",783,190
"2591",2011,622,"Nymphalidae",44702,612
"2592",2011,622,"Papilionidae",926,184
"2593",2011,622,"Pieridae",2220,229
"2594",2011,644,"Hesperiidae",28,12
"2595",2011,644,"Lycaenidae",21,4
"2596",2011,644,"Nymphalidae",42,13
"2597",2011,644,"Papilionidae",13,4
"2598",2011,644,"Pieridae",11,2
"2599",2011,646,"Hesperiidae",164,59
"2600",2011,646,"Lycaenidae",166,48
"2601",2011,646,"Nymphalidae",329,141
"2602",2011,646,"Papilionidae",255,100
"2603",2011,646,"Pieridae",119,66
"2604",2011,647,"Hesperiidae",10,4
"2605",2011,647,"Lycaenidae",11,5
"2606",2011,647,"Nymphalidae",44,28
"2607",2011,647,"Papilionidae",16,9
"2608",2011,647,"Pieridae",8,4
"2609",2011,648,"Hesperiidae",883,106
"2610",2011,648,"Lycaenidae",351,48
"2611",2011,648,"Nymphalidae",806,155
"2612",2011,648,"Papilionidae",402,51
"2613",2011,648,"Pieridae",652,65
"2614",2011,649,"Hesperiidae",2324,380
"2615",2011,649,"Lycaenidae",941,209
"2616",2011,649,"Nymphalidae",2812,436
"2617",2011,649,"Papilionidae",1336,187
"2618",2011,649,"Pieridae",2055,218
"2619",2011,672,"Hesperiidae",178,20
"2620",2011,672,"Lycaenidae",81,12
"2621",2011,672,"Nymphalidae",499,42
"2622",2011,672,"Papilionidae",94,14
"2623",2011,672,"Pieridae",370,16
"2624",2011,673,"Hesperiidae",1397,142
"2625",2011,673,"Lycaenidae",359,54
"2626",2011,673,"Nymphalidae",980,178
"2627",2011,673,"Papilionidae",459,49
"2628",2011,673,"Pieridae",437,77
"2629",2011,674,"Hesperiidae",30,7
"2630",2011,674,"Lycaenidae",3,3
"2631",2011,674,"Nymphalidae",35,8
"2632",2011,674,"Papilionidae",11,3
"2633",2011,674,"Pieridae",32,7
"2634",2011,675,"Hesperiidae",4,4
"2635",2011,675,"Lycaenidae",1,1
"2636",2011,675,"Nymphalidae",4,3
"2637",2011,676,"Hesperiidae",1975,236
"2638",2011,676,"Lycaenidae",858,127
"2639",2011,676,"Nymphalidae",3947,288
"2640",2011,676,"Papilionidae",2937,133
"2641",2011,676,"Pieridae",1018,130
"2642",2011,698,"Hesperiidae",5,3
"2643",2011,698,"Lycaenidae",41424,7
"2644",2011,698,"Nymphalidae",26,9
"2645",2011,698,"Papilionidae",10,4
"2646",2011,698,"Pieridae",7,3
"2647",2011,701,"Hesperiidae",135,55
"2648",2011,701,"Lycaenidae",74,31
"2649",2011,701,"Nymphalidae",197,81
"2650",2011,701,"Papilionidae",81,27
"2651",2011,701,"Pieridae",63,27
"2652",2011,702,"Hesperiidae",6,3
"2653",2011,702,"Nymphalidae",11,4
"2654",2011,702,"Pieridae",4,3
"2655",2011,703,"Hesperiidae",22,12
"2656",2011,703,"Lycaenidae",7,5
"2657",2011,703,"Nymphalidae",47,26
"2658",2011,703,"Papilionidae",10,8
"2659",2011,703,"Pieridae",3,1
"2660",2011,725,"Hesperiidae",120,30
"2661",2011,725,"Lycaenidae",10,4
"2662",2011,725,"Nymphalidae",68,18
"2663",2011,725,"Papilionidae",3,3
"2664",2011,725,"Pieridae",44,10
"2665",2011,726,"Hesperiidae",41587,44
"2666",2011,726,"Lycaenidae",6,4
"2667",2011,726,"Nymphalidae",41607,43
"2668",2011,726,"Papilionidae",54,16
"2669",2011,726,"Pieridae",45,9
"2670",2011,727,"Hesperiidae",29,9
"2671",2011,727,"Lycaenidae",1,1
"2672",2011,727,"Nymphalidae",14,4
"2673",2011,727,"Papilionidae",8,2
"2674",2011,727,"Pieridae",10,1
"2675",2011,728,"Hesperiidae",14,2
"2676",2011,728,"Lycaenidae",48,5
"2677",2011,728,"Nymphalidae",35,9
"2678",2011,728,"Papilionidae",31,7
"2679",2011,728,"Pieridae",44,6
"2680",2011,729,"Hesperiidae",4011,681
"2681",2011,729,"Lycaenidae",2295,284
"2682",2011,729,"Nymphalidae",8041,807
"2683",2011,729,"Papilionidae",1537,239
"2684",2011,729,"Pieridae",3435,231
"2685",2011,730,"Hesperiidae",86,30
"2686",2011,730,"Lycaenidae",96,9
"2687",2011,730,"Nymphalidae",160,60
"2688",2011,730,"Papilionidae",80,22
"2689",2011,730,"Pieridae",161,15
"2690",2011,733,"Hesperiidae",27,6
"2691",2011,733,"Lycaenidae",6,5
"2692",2011,733,"Nymphalidae",11,9
"2693",2011,733,"Papilionidae",2,2
"2694",2011,733,"Pieridae",11,4
"2695",2011,3672,"Hesperiidae",1020,118
"2696",2011,3672,"Lycaenidae",93,17
"2697",2011,3672,"Nymphalidae",1641,80
"2698",2011,3672,"Papilionidae",925,35
"2699",2011,3672,"Pieridae",178,15
"2700",2011,3672,"Riodinidae",9,3
"2701",2011,3673,"Hesperiidae",8,3
"2702",2011,3673,"Lycaenidae",21,3
"2703",2011,3673,"Nymphalidae",201,19
"2704",2011,3673,"Papilionidae",102,10
"2705",2011,3673,"Pieridae",37,7
"2706",2011,3700,"Hesperiidae",3575,488
"2707",2011,3700,"Lycaenidae",901,85
"2708",2011,3700,"Nymphalidae",4220,408
"2709",2011,3700,"Papilionidae",1025,209
"2710",2011,3700,"Pieridae",1769,171
"2711",2011,3700,"Riodinidae",76,12
"2712",2011,3727,"Hesperiidae",826,184
"2713",2011,3727,"Lycaenidae",95,23
"2714",2011,3727,"Nymphalidae",6452,326
"2715",2011,3727,"Papilionidae",206,59
"2716",2011,3727,"Pieridae",1281,150
"2717",2011,3727,"Riodinidae",17,6
"2718",2012,507,"Hesperiidae",986,78
"2719",2012,507,"Lycaenidae",341,57
"2720",2012,507,"Nymphalidae",2291,363
"2721",2012,507,"Papilionidae",238,21
"2722",2012,507,"Pieridae",579,90
"2723",2012,508,"Hesperiidae",6,3
"2724",2012,508,"Nymphalidae",8,4
"2725",2012,508,"Papilionidae",3,1
"2726",2012,534,"Nymphalidae",1,1
"2727",2012,535,"Hesperiidae",450,26
"2728",2012,535,"Lycaenidae",40,14
"2729",2012,535,"Nymphalidae",322,64
"2730",2012,535,"Papilionidae",304,3
"2731",2012,535,"Pieridae",133,28
"2732",2012,536,"Pieridae",1,1
"2733",2012,562,"Hesperiidae",239,28
"2734",2012,562,"Lycaenidae",223,53
"2735",2012,562,"Nymphalidae",287,41
"2736",2012,562,"Papilionidae",65,6
"2737",2012,562,"Pieridae",77,13
"2738",2012,563,"Hesperiidae",24,4
"2739",2012,563,"Lycaenidae",8,3
"2740",2012,563,"Nymphalidae",111,11
"2741",2012,563,"Papilionidae",3,2
"2742",2012,563,"Pieridae",17,7
"2743",2012,565,"Hesperiidae",1,1
"2744",2012,567,"Hesperiidae",2,2
"2745",2012,567,"Lycaenidae",1,1
"2746",2012,567,"Nymphalidae",55,41
"2747",2012,567,"Papilionidae",12,5
"2748",2012,567,"Pieridae",10,8
"2749",2012,568,"Lycaenidae",2,1
"2750",2012,568,"Nymphalidae",2,1
"2751",2012,568,"Pieridae",1,1
"2752",2012,589,"Hesperiidae",111,14
"2753",2012,589,"Lycaenidae",51,17
"2754",2012,589,"Nymphalidae",182,42
"2755",2012,589,"Papilionidae",31,8
"2756",2012,589,"Pieridae",126,22
"2757",2012,590,"Hesperiidae",12,3
"2758",2012,590,"Lycaenidae",8,3
"2759",2012,590,"Nymphalidae",21,7
"2760",2012,590,"Papilionidae",2,1
"2761",2012,590,"Pieridae",4,1
"2762",2012,591,"Hesperiidae",22,5
"2763",2012,591,"Lycaenidae",20,3
"2764",2012,591,"Nymphalidae",52,15
"2765",2012,591,"Papilionidae",7,3
"2766",2012,591,"Pieridae",6,3
"2767",2012,593,"Hesperiidae",2,2
"2768",2012,593,"Nymphalidae",9,3
"2769",2012,594,"Hesperiidae",9,4
"2770",2012,594,"Lycaenidae",10,6
"2771",2012,594,"Nymphalidae",68,29
"2772",2012,594,"Papilionidae",18,10
"2773",2012,594,"Pieridae",49,11
"2774",2012,595,"Hesperiidae",2,2
"2775",2012,595,"Lycaenidae",3,3
"2776",2012,595,"Nymphalidae",20,12
"2777",2012,595,"Papilionidae",1,1
"2778",2012,595,"Pieridae",8,2
"2779",2012,616,"Hesperiidae",32,14
"2780",2012,616,"Lycaenidae",29,5
"2781",2012,616,"Nymphalidae",56,18
"2782",2012,616,"Papilionidae",9,7
"2783",2012,616,"Pieridae",10,5
"2784",2012,617,"Hesperiidae",457,46
"2785",2012,617,"Lycaenidae",244,29
"2786",2012,617,"Nymphalidae",876,72
"2787",2012,617,"Papilionidae",93,26
"2788",2012,617,"Pieridae",283,36
"2789",2012,618,"Nymphalidae",1,1
"2790",2012,618,"Papilionidae",1,1
"2791",2012,618,"Pieridae",1,1
"2792",2012,619,"Hesperiidae",204,42
"2793",2012,619,"Lycaenidae",82,19
"2794",2012,619,"Nymphalidae",2301,78
"2795",2012,619,"Papilionidae",39,8
"2796",2012,619,"Pieridae",369,48
"2797",2012,620,"Hesperiidae",1500,140
"2798",2012,620,"Lycaenidae",260,34
"2799",2012,620,"Nymphalidae",3022,140
"2800",2012,620,"Papilionidae",357,29
"2801",2012,620,"Pieridae",3123,74
"2802",2012,621,"Hesperiidae",91,40
"2803",2012,621,"Lycaenidae",26,14
"2804",2012,621,"Nymphalidae",876,103
"2805",2012,621,"Papilionidae",25,14
"2806",2012,621,"Pieridae",195,55
"2807",2012,622,"Hesperiidae",3975,748
"2808",2012,622,"Lycaenidae",1088,308
"2809",2012,622,"Nymphalidae",8368,1137
"2810",2012,622,"Papilionidae",1228,317
"2811",2012,622,"Pieridae",6089,494
"2812",2012,622,"Riodinidae",4,1
"2813",2012,644,"Hesperiidae",41,22
"2814",2012,644,"Lycaenidae",57,9
"2815",2012,644,"Nymphalidae",312,26
"2816",2012,644,"Papilionidae",66,10
"2817",2012,644,"Pieridae",36,10
"2818",2012,644,"Riodinidae",7,1
"2819",2012,645,"Hesperiidae",7,6
"2820",2012,645,"Lycaenidae",35,4
"2821",2012,645,"Nymphalidae",12,9
"2822",2012,645,"Papilionidae",11,4
"2823",2012,645,"Pieridae",12,4
"2824",2012,646,"Hesperiidae",316,96
"2825",2012,646,"Lycaenidae",144,41
"2826",2012,646,"Nymphalidae",399,136
"2827",2012,646,"Papilionidae",63,30
"2828",2012,646,"Pieridae",509,118
"2829",2012,647,"Hesperiidae",158,58
"2830",2012,647,"Lycaenidae",113,35
"2831",2012,647,"Nymphalidae",502,133
"2832",2012,647,"Papilionidae",77,38
"2833",2012,647,"Pieridae",1632,42
"2834",2012,648,"Hesperiidae",388,88
"2835",2012,648,"Lycaenidae",258,53
"2836",2012,648,"Nymphalidae",808,175
"2837",2012,648,"Papilionidae",160,50
"2838",2012,648,"Pieridae",511,78
"2839",2012,649,"Hesperiidae",3137,656
"2840",2012,649,"Lycaenidae",1751,333
"2841",2012,649,"Nymphalidae",9474,761
"2842",2012,649,"Papilionidae",1304,269
"2843",2012,649,"Pieridae",3491,414
"2844",2012,671,"Hesperiidae",55,13
"2845",2012,671,"Lycaenidae",45,10
"2846",2012,671,"Nymphalidae",149,22
"2847",2012,671,"Papilionidae",34,9
"2848",2012,671,"Pieridae",99,10
"2849",2012,672,"Hesperiidae",392,35
"2850",2012,672,"Lycaenidae",77,11
"2851",2012,672,"Nymphalidae",331,51
"2852",2012,672,"Papilionidae",52,13
"2853",2012,672,"Pieridae",241,29
"2854",2012,673,"Hesperiidae",271,55
"2855",2012,673,"Lycaenidae",371,32
"2856",2012,673,"Nymphalidae",799,97
"2857",2012,673,"Papilionidae",143,24
