"q10","q50","w10","w50","year","HEXcell"
101.8,219,99.9573953121658,187.390663961166,2008,620
163.8,224,152.327266380365,215.545565268096,2009,620
136,223,155.120155283341,222.085139746719,2010,620
196,246,181.517414790736,242.766872262436,2011,620
153,223,149.239560731704,219.75805385493,2012,620
168.9,241,156.982341824835,231.663465049029,2013,620
180.6,237,175.640586223806,235.61136086798,2014,620
155.2,232,159.291245868683,224.376424416561,2015,620
141,223,141.565574763184,213.640253656924,2016,620
177,246,176.96079118218,241.180421305207,2017,620
167,232,166.725187632466,230.074046268893,2018,620
181,235,173.735038398443,233.551075359442,2019,620
159,225,157.142766167458,223.472936983262,2020,620
158,224,143.374284517918,209.761386543938,2010,621
197.5,239,179.907394789473,242.123065459837,2011,621
125,176,74.5560687476703,157.008783552958,2012,621
147.8,204,133.097935894591,207.114256366613,2013,621
179,235,170.003786907925,231.471226704254,2014,621
145,181.5,119.652314556305,190.363456319141,2015,621
156,235,172.181912381786,230.178724915638,2016,621
178,237,176.885120728247,234.181519931003,2017,621
166,232,166.119100904662,226.781144009029,2018,621
168,235,168.540863098981,231.92756530665,2019,621
156,220,148.561607432165,218.8349772357,2020,621
156.9,260.5,163.094447117404,228.468536490017,2003,622
124.6,147,92.5229526543764,167.216876213464,2004,622
133,177,112.052046275794,193.989020177958,2006,622
160,251,186.712423439336,241.847326025505,2007,622
122.6,195,71.8368481082442,175.192728448146,2008,622
116,218,106.485817325599,202.41497698272,2009,622
159.3,234,162.693376863898,226.978195336761,2010,622
152.6,233,165.851346161581,226.245475700225,2011,622
149,211,142.150058275755,211.25256519499,2012,622
163.8,230,164.440651659554,229.669777934599,2013,622
159.6,260,179.653718160216,246.925563129615,2014,622
136.6,171,119.921098009557,190.240465073477,2015,622
138,216,133.757728473865,209.469008091277,2016,622
153,236,164.665935118744,229.494798905429,2017,622
170,236,172.400905157335,231.916983439493,2018,622
175,237,174.110996586941,233.435427604568,2019,622
155,227,154.186029180573,223.012416184102,2020,622
202,251,201.482854077708,248.075730796523,2014,644
113.2,187,117.328188740809,199.576402768784,2015,644
199.4,254,198.968395672174,245.051784054155,2016,644
149.7,253,184.567942110154,238.597235353709,2017,644
160,239,162.779579181158,227.693977532421,2018,644
134.2,209.5,139.858383951482,211.03282006211,2019,644
146.3,249.5,166.696522863754,235.868192975195,2020,644
140.6,260,182.00709859326,247.145131716453,2013,645
93,232.5,122.206215451572,213.530545538837,2014,645
167.5,263,175.437493538974,244.530104377213,2015,645
151.5,259.5,174.324638102484,251.780797028707,2016,645
140,233,153.716105789843,222.846328447674,2017,645
169.2,242,175.702180512742,238.556031174952,2018,645
149.4,235,156.556244773672,225.835046968035,2019,645
162,254,179.053480807854,241.742764619546,2020,645
215,239,209.462099898142,238.545940446905,2007,646
170,222.5,167.067328286694,229.517857582206,2013,646
122.4,228,115.048832799131,205.940674741102,2014,646
193.3,244,189.583075775105,242.769578317192,2015,646
169.6,247.5,180.29965917966,240.773685587786,2016,646
179,237.5,168.64269606922,233.314491381401,2017,646
171,235,175.413780033136,231.389256253717,2018,646
161,229,164.829608658312,225.547858954861,2019,646
176,242,176.961187953215,236.925385530615,2020,646
184.6,212,178.523014955106,214.198329913172,2005,647
213.8,229,196.636280994952,232.880020385074,2010,647
145.3,240,170.696048019166,229.844011784405,2011,647
120.8,218.5,131.890314503472,210.149243250267,2012,647
125.4,216,122.418544910897,201.059394366233,2013,647
173,203,148.46694067381,220.099208271335,2014,647
163.1,225,153.317890527684,224.345038039183,2015,647
174,235,171.152118531197,234.743402058067,2016,647
165,238,165.161493732903,232.013711495941,2017,647
181,242,182.548610863694,238.276231056132,2018,647
175,237,175.176212508632,233.227984285747,2019,647
181.5,242,180.953958277972,236.700040711032,2020,647
149.8,206,143.832893650527,202.316802717202,2006,648
160.1,226.5,160.272499983818,214.489822074919,2008,648
172.6,242,188.101691692841,236.357339128616,2009,648
136.4,171.5,105.956205053421,180.031035510662,2010,648
157.1,229,154.071204923548,223.646369323571,2011,648
155,213.5,141.971817431532,214.297496592697,2012,648
157.5,249,169.239207543123,236.606461152111,2013,648
155,231,152.44347062337,222.652546929032,2014,648
144,242,162.36554889981,230.905370994609,2015,648
141,231,161.693599223083,226.521664437104,2016,648
189,253,191.664916783669,246.656339989727,2017,648
175,238,176.146467498187,234.447746745272,2018,648
172,236,176.142824772377,231.895423877055,2019,648
172,242,177.052525573427,236.234809435783,2020,648
241.7,267,240.054770968215,262.640038904486,2005,649
176,205,154.084260844107,213.994431888696,2008,649
157.4,240,175.053468663927,229.997256396878,2009,649
150.5,222,154.012217133336,210.476165585118,2010,649
157.8,230,149.018052636004,223.010846366448,2011,649
174.6,240,165.809781834912,239.450289085841,2012,649
163.6,245.5,170.300094335029,240.649300421549,2013,649
179,229,175.200349289433,230.04172351987,2014,649
128,198,118.580037590586,200.385422063939,2015,649
126,240,148.469723920287,224.771616983354,2016,649
172.8,238,173.961177748768,237.825394317031,2017,649
163.7,237,166.837437405033,232.103950446184,2018,649
168,232,165.491595226204,227.552034501588,2019,649
152,231,160.367758602538,227.72932461708,2020,649
143.5,255,163.105744462982,233.886536834663,2015,672
99,244,124.145234505579,212.344720390479,2016,672
213.8,246,192.028430749213,248.826307028636,2017,672
166.8,244,167.907443780105,241.031922175175,2018,672
130,231,142.267992488275,215.674077752064,2019,672
107.9,229,128.566002209882,207.636885961104,2020,672
176.4,257.5,199.735853866833,249.005965447057,2013,673
179.4,223,173.014068534031,224.478497674609,2015,673
213,235,191.983754849296,238.491463482808,2016,673
140.4,231,148.346551174443,224.160917387022,2017,673
163,233,162.148011143624,226.535166219497,2018,673
140,216.5,143.127102236983,211.80736879214,2019,673
172,242.5,174.215365181539,234.453170195694,2020,673
139.6,253,158.725818509008,243.337212534093,2014,674
148.7,234,167.292365504414,229.227319330632,2015,674
115.4,244,139.927689659298,217.965641500291,2016,674
196.3,233,177.797602640407,233.701881622521,2017,674
170,240,172.827130911471,231.596591929599,2018,674
158.7,227,164.188674807029,223.053686476041,2019,674
122.3,240,158.148369424862,226.151935680131,2020,674
152,209,150.17476672765,209.57013427604,2013,675
148,175,117.951961404026,203.516200222348,2014,675
145.2,234.5,162.762034304344,224.564024398229,2015,675
167,251,185.869974547823,243.455695262504,2016,675
162,251.5,172.637236047764,240.788035686856,2017,675
154.9,231.5,155.690614818105,221.410295558326,2018,675
165,237,174.228103419208,232.011181304595,2019,675
148,243,173.057768601164,234.224160993537,2020,675
127,181,110.544147682912,187.962795894601,2008,676
170.9,234,172.494799768265,229.40519642703,2009,676
123.4,198,115.583673182118,194.626876701942,2010,676
110.5,186,107.860528943073,188.114901887297,2011,676
153.9,246.5,168.092197786317,234.69862418198,2012,676
162.5,228.5,158.24519987419,224.513515814878,2013,676
132,214.5,145.916540023957,213.080878296332,2014,676
127.9,214,128.898277040388,207.064354550582,2015,676
120.2,234,138.719588979541,218.42440205181,2016,676
140.3,238,149.027503869232,225.671108287517,2017,676
172,248,176.276345981488,239.326831552363,2018,676
152,230,155.725566674241,222.445922735903,2019,676
118,231,142.123903853227,218.433128616598,2020,676
209.8,225.5,197.411441678854,231.050251941539,2010,702
103.8,219,102.446269833019,188.68459162656,2011,702
119.8,217.5,127.073193630031,210.303637001935,2012,702
189,233,168.65237050788,236.124342542352,2013,702
154.4,243,166.392481446227,236.339929354065,2014,702
118.8,212,126.96402680374,206.384630483541,2015,702
141.8,233,156.30152871047,226.230265906097,2016,702
136.7,232,154.568165773356,224.384567046412,2017,702
149,236,162.042625832803,227.15517691817,2018,702
133,226,145.697788826715,216.203386949466,2019,702
116,242,150.422263890929,226.886540177409,2020,702
151.7,162.5,121.903304096039,170.216841112328,2004,703
224.2,247,201.836246021691,241.761808875538,2005,703
207.1,247.5,184.382275387251,246.768505329955,2013,703
124,249.5,143.008069456419,225.825222170461,2014,703
156,237,162.244450931664,227.695993025575,2015,703
115.5,240,163.896333154763,228.842192338841,2016,703
105.4,223,119.836251696451,204.93337438064,2017,703
119,234,144.412043985124,218.671408826058,2018,703
117,196,123.502587778049,198.602305911195,2019,703
100,229,108.361608520058,199.53836450298,2020,703
135,218.5,128.724364216878,199.65946536475,2016,733
146,222,138.957665484508,220.469199471982,2017,733
113,207,116.99910440692,202.43950073546,2018,733
128,168.5,107.420473409112,186.029914853341,2019,733
105,154,83.246749795074,175.101254758155,2020,733
171.8,223.5,161.679479612086,231.504949033552,2016,736
180.2,251,184.94172645853,245.582826143531,2017,736
160.4,233,170.104835047952,227.3264438888,2018,736
174.5,235,176.579830526051,232.256052583576,2019,736
154.9,226,152.218924522817,222.146823101826,2020,736
182.1,232,165.539576121062,226.345741960228,2015,739
181.4,234,178.506389615426,229.089341165468,2016,739
163.8,240,170.14631256555,230.652941437398,2017,739
165.4,243.5,182.045582342648,238.366120886468,2018,739
195,242,189.424447540944,237.402812323578,2019,739
144,223,148.489181487427,215.928178586042,2020,739
210.1,258,210.030992180207,252.355078764379,2018,769
192.4,231,163.156199002118,226.084001894943,2019,769
187,237,193.361876313538,234.578714482366,2020,769
