"q10","q50","w10","w50","year","HEXcell"
129.6,227,146.514437802224,220.481814990784,2020,675
127,181,109.771879918871,192.706680099393,2008,676
160.1,233.5,158.375045041728,228.971231870461,2009,676
118.6,198,109.724346268025,190.716554498084,2010,676
110,196,110.035089880247,190.470722585158,2011,676
137.2,244,152.505709618642,227.829985013276,2012,676
161,235,159.113307982964,227.091534704117,2013,676
123,227,142.345011724246,216.45126576728,2014,676
126.3,221.5,128.464726745018,213.512061452465,2015,676
115,230,131.201340950584,214.94905206126,2016,676
123.2,227,130.299021113058,216.999992204972,2017,676
148,231.5,154.374756852777,229.527617069726,2018,676
130,215,134.968881125138,212.471790586982,2019,676
111,213,119.795224868182,206.138891764601,2020,676
211,232.5,199.855174454698,232.79652433712,2010,702
103.8,219,104.719935126621,190.298137962027,2011,702
161.7,222,140.850166702278,218.98070659811,2012,702
178.4,233,160.372236637655,231.155283540167,2013,702
150.8,232,157.778094544976,231.05380354585,2014,702
113.2,214,125.468668394764,207.941966990648,2015,702
130.5,233.5,148.766217345646,223.590685092601,2016,702
122.4,221,136.187693904189,215.040840882665,2017,702
142,225,147.459575598208,220.693231850003,2018,702
126.3,210,132.171157804639,209.078395716111,2019,702
108,226,125.481353241545,213.393299066326,2020,702
151.6,163,122.261015105423,171.853810200203,2004,703
187.9,238.5,179.916684860053,230.955240140527,2005,703
205.3,244.5,177.705603349496,246.862113461827,2013,703
118,243,130.47938641063,221.031604751097,2014,703
155,203,140.925361271007,213.65237120801,2015,703
113.9,222.5,139.6661475251,212.945664114855,2016,703
108,217,121.734905083778,207.460044735328,2017,703
121,213,133.249810060084,211.698609759292,2018,703
116,195,120.402455127551,196.509838201163,2019,703
100,222,111.515748991146,202.976577782553,2020,703
133,218.5,129.525307362852,200.944092592817,2016,733
143,220.5,135.158289038952,213.246485790477,2017,733
117.8,219,122.601493919931,205.881745927898,2018,733
128.6,173,109.224689685099,193.266425812032,2019,733
105,166,88.3356752979376,186.280023805029,2020,733
170.2,233.5,158.218994109345,231.512821848585,2016,736
194.6,254.5,187.203420930079,248.663734752807,2017,736
159.9,226.5,159.774851949968,223.319915342653,2018,736
168,230.5,167.419325773912,228.993682170082,2019,736
144,222,139.346510680828,216.225868965338,2020,736
180,232,160.101337949889,225.397890735629,2015,739
174.2,231,170.748163108638,226.645071591687,2016,739
144.7,232.5,145.457230123164,217.807377282104,2017,739
159.4,237,167.723200617196,232.96400570642,2018,739
171,234,167.308079382629,228.279827375319,2019,739
137.7,214,135.636169219692,208.538661642333,2020,739
204.7,241.5,200.244087384624,247.046601239218,2018,769
195.4,232.5,159.172090454581,226.544143048532,2019,769
187,237,196.19813585192,236.668774768602,2020,769
